entry_time,exit_time,id,side,entry_px,exit_px,pnl_pct,pnl_abs,mfe_pct,exit_reason
2025-05-30 21:10:00+09:00,2025-05-30 21:18:00+09:00,1,-1,42040.33,42072.08,-0.0007552271830406659,-31.75,0.0018077879027115153,STOP_LOSS
2025-05-30 21:51:00+09:00,2025-05-30 22:03:00+09:00,2,1,42074.83,42082.33,0.00017825383964712393,7.5,0.0005466451082511801,SL
2025-05-30 22:13:00+09:00,2025-05-30 22:15:00+09:00,3,-1,42067.83,42100.83,-0.0007844474031581852,-33.0,0.0,STOP_LOSS
2025-05-30 22:20:00+09:00,2025-05-30 22:26:00+09:00,4,1,42113.33,42091.83,-0.0005105271893721062,-21.5,0.0,STOP_LOSS
2025-05-30 23:50:00+09:00,2025-05-31 00:27:00+09:00,5,-1,42192.58,42219.58,-0.0006399229437972269,-27.0,0.0011080147267600131,STOP_LOSS
2025-05-31 00:31:00+09:00,2025-05-31 00:32:00+09:00,6,1,42216.08,42162.83,-0.0012613677063337003,-53.25,0.0,STOP_LOSS
2025-05-31 00:38:00+09:00,2025-05-31 00:55:00+09:00,7,-1,42148.08,42177.58,-0.0006999132582077286,-29.5,0.0009312405215136727,STOP_LOSS
2025-06-02 09:13:00+09:00,2025-06-02 09:30:00+09:00,1,1,42142.7,42127.45,-0.0003618657561095991,-15.25,0.0003025435010096648,STOP_LOSS
2025-06-02 09:42:00+09:00,2025-06-02 09:57:00+09:00,2,-1,42136.7,42123.7,0.0003085196515151875,13.0,0.0003559842132867548,SL
2025-06-02 10:09:00+09:00,2025-06-02 10:10:00+09:00,3,1,42149.7,42150.2,1.1862480634500365e-05,0.5,1.1862480634500365e-05,SL
2025-06-02 12:16:00+09:00,2025-06-02 12:18:00+09:00,4,-1,42085.2,42087.2,-4.752264454012337e-05,-2.0,0.0,SL
2025-06-02 12:21:00+09:00,2025-06-02 12:30:00+09:00,5,-1,42101.7,42084.45,0.0004097221727388681,17.25,0.000617552260360033,SL
2025-06-02 15:13:00+09:00,2025-06-02 15:16:00+09:00,6,-1,42001.8,42015.3,-0.000321414796508721,-13.5,5.356913275145351e-05,STOP_LOSS
2025-06-02 15:41:00+09:00,2025-06-02 15:55:00+09:00,7,1,42046.8,42032.05,-0.0003507995852240836,-14.75,0.00028539627272467817,STOP_LOSS
2025-06-02 16:06:00+09:00,2025-06-02 16:23:00+09:00,8,1,42065.05,42050.3,-0.00035064739017307716,-14.75,0.00039819279901010457,STOP_LOSS
2025-06-02 16:29:00+09:00,2025-06-02 16:30:00+09:00,9,-1,41928.8,41969.3,-0.0009659231840644139,-40.5,0.0,STOP_LOSS
2025-06-02 16:57:00+09:00,2025-06-02 16:58:00+09:00,10,-1,42010.8,42016.55,-0.0001368695668732802,-5.75,0.0,SL
2025-06-02 16:59:00+09:00,2025-06-02 17:00:00+09:00,11,-1,42008.8,42001.8,0.00016663175334691776,7.0,0.00016663175334691776,SL
2025-06-02 16:54:00+09:00,2025-06-02 16:56:00+09:00,1,-1,42007.05,41994.8,0.00029161771654996003,12.25,0.00029161771654996003,SL
2025-06-02 16:57:00+09:00,2025-06-02 16:58:00+09:00,2,-1,42010.8,42016.55,-0.0001368695668732802,-5.75,0.0,SL
2025-06-02 16:59:00+09:00,2025-06-02 17:00:00+09:00,3,-1,42008.8,42001.8,0.00016663175334691776,7.0,0.00016663175334691776,SL
2025-06-02 17:07:00+09:00,2025-06-02 17:19:00+09:00,4,1,42058.3,42032.05,-0.0006241336430621304,-26.25,0.00022587693748915195,STOP_LOSS
2025-06-02 18:00:00+09:00,2025-06-02 18:37:00+09:00,5,-1,42051.05,42034.55,0.00039238021404935187,16.5,0.0011949761064230261,SL
2025-06-02 18:45:00+09:00,2025-06-02 18:50:00+09:00,6,-1,41990.3,42012.8,-0.000535838038785148,-22.5,0.0002024277035410559,STOP_LOSS
2025-06-02 19:08:00+09:00,2025-06-02 19:23:00+09:00,7,1,42065.3,42047.8,-0.00041601985484472946,-17.5,0.0005348826705146521,STOP_LOSS
2025-06-02 20:31:00+09:00,2025-06-02 20:35:00+09:00,8,1,42140.05,42146.55,0.0001542475625918811,6.5,0.0004449448920919647,SL
2025-06-02 20:38:00+09:00,2025-06-02 20:39:00+09:00,9,1,42145.8,42133.8,-0.00028472588015887704,-12.0,0.0,STOP_LOSS
2025-06-02 20:43:00+09:00,2025-06-02 20:59:00+09:00,10,1,42121.8,42116.8,-0.00011870337924780042,-5.0,0.000569776220389442,SL
2025-06-02 21:01:00+09:00,2025-06-02 21:06:00+09:00,11,-1,42124.3,42136.3,-0.00028487120260752106,-12.0,2.373926688396009e-05,STOP_LOSS
2025-06-02 21:23:00+09:00,2025-06-02 21:32:00+09:00,12,-1,42111.8,42128.3,-0.00039181417084997554,-16.5,0.000308702074003011,STOP_LOSS
2025-06-02 21:44:00+09:00,2025-06-02 21:48:00+09:00,13,1,42160.8,42139.05,-0.0005158820515739739,-21.75,3.557807252234303e-05,STOP_LOSS
2025-06-02 22:09:00+09:00,2025-06-02 22:32:00+09:00,14,-1,42111.3,42134.8,-0.0005580449902995157,-23.5,0.0007717643482865644,STOP_LOSS
2025-06-02 22:47:00+09:00,2025-06-02 23:22:00+09:00,15,-1,42071.3,42032.05,0.0009329400327539201,39.25,0.005128199033545433,SL
2025-06-02 23:28:00+09:00,2025-06-03 00:25:00+09:00,16,1,42072.55,42075.55,7.130539983908748e-05,3.0,0.0013072656637166038,SL
2025-06-03 00:27:00+09:00,2025-06-03 00:46:00+09:00,17,-1,42041.55,42070.55,-0.0006897937873365753,-29.0,0.0008087237506704676,STOP_LOSS
2025-06-03 08:49:00+09:00,2025-06-03 08:55:00+09:00,1,-1,42249.62,42230.37,0.000455625399707737,19.25,0.000455625399707737,SL
2025-06-03 16:18:00+09:00,2025-06-03 16:53:00+09:00,2,-1,42125.47,42099.47,0.0006172037961831642,26.0,0.0015548787942306636,SL
2025-06-03 16:54:00+09:00,2025-06-03 16:55:00+09:00,3,-1,42110.72,42106.47,0.0001009244201951427,4.25,0.0001009244201951427,SL
2025-06-03 16:51:00+09:00,2025-06-03 16:53:00+09:00,1,-1,42107.22,42099.47,0.00018405394609285534,7.75,0.00018405394609285534,SL
2025-06-03 16:54:00+09:00,2025-06-03 16:55:00+09:00,2,-1,42110.72,42106.47,0.0001009244201951427,4.25,0.0001009244201951427,SL
2025-06-03 16:56:00+09:00,2025-06-03 17:37:00+09:00,3,-1,42112.47,42115.97,-8.311077455205073e-05,-3.5,0.0008251712616239322,SL
2025-06-03 17:39:00+09:00,2025-06-03 17:41:00+09:00,4,1,42126.97,42112.47,-0.00034419755325388934,-14.5,0.0,STOP_LOSS
2025-06-03 18:45:00+09:00,2025-06-03 19:01:00+09:00,5,1,42136.47,42168.72,0.0007653702362822514,32.25,0.0008187681597438039,SL
2025-06-03 19:03:00+09:00,2025-06-03 19:04:00+09:00,6,1,42153.47,42141.97,-0.00027281265338298367,-11.5,0.0,STOP_LOSS
2025-06-03 19:19:00+09:00,2025-06-03 19:28:00+09:00,7,-1,42149.97,42169.72,-0.0004685649835575209,-19.75,0.00018386727202890062,STOP_LOSS
2025-06-03 20:15:00+09:00,2025-06-03 20:18:00+09:00,8,1,42189.97,42178.72,-0.0002666510547412098,-11.25,0.0,STOP_LOSS
2025-06-03 21:10:00+09:00,2025-06-03 21:12:00+09:00,9,1,42227.22,42230.72,8.288492588429927e-05,3.5,0.00010064598143093484,SL
2025-06-03 21:15:00+09:00,2025-06-03 21:17:00+09:00,10,1,42240.72,42231.22,-0.00022490146948252776,-9.5,0.0,SL
2025-06-03 21:18:00+09:00,2025-06-03 21:35:00+09:00,11,1,42229.97,42239.22,0.00021903875375710663,9.25,0.0007459157560377144,SL
2025-06-03 21:37:00+09:00,2025-06-03 21:44:00+09:00,12,1,42220.47,42225.97,0.0001302685640401445,5.5,0.000313828813369439,SL
2025-06-03 22:30:00+09:00,2025-06-03 22:52:00+09:00,13,1,42308.72,42292.97,-0.0003722636846494056,-15.75,0.0013826936858406494,STOP_LOSS
